task_index,DIM,PRM,TRAIM,TOCA
1,1262.7054093563252,937.4045494407312,,
2,31.021860568517013,0.0,,7.0
3,746.388106424045,206.12727268377535,,
4,0.0,0.0,,
5,541.3923657085193,23.07385819141814,589.6078412428739,
6,49.1322292868839,0.0,,7.0
7,1143.8826252013303,830.4312832243672,,22.0
8,105.21545276542622,0.0,205.77648632348163,16.0
9,55.01282980757651,0.0,,7.0
10,,0.0,,4.0
