mechanism,accepted_task_count,rejected_task_count,accepted_goal_task_count,total_goal_task_count,total_payment,total_operational_cost,user_total_utility,social_welfare,resource_utilization,individual_rationality
TOCA,6,4,1,2,63.0,31.5,3988.094544,4019.594544,0.017962,True
