node_count,DIM_raw,DIM_display,DIM,PRM_raw,PRM_display,PRM,TRAIM_raw,TRAIM_display,TRAIM,TOCA_raw,TOCA_display,TOCA,PC-SPE_raw,PC-SPE_display,PC-SPE
10,13200.553633280555,132.00553633280555,132.00553633280555,18517.262701293435,185.17262701293436,185.17262701293436,3042.354443340917,30.42354443340917,30.42354443340917,11785.9116775,117.859116775,117.859116775,54.10464576833505,0.5410464576833505,0.5410464576833505
20,14245.445886560248,142.45445886560248,142.45445886560248,19104.179390450525,191.04179390450525,191.04179390450525,5474.6605082459955,54.74660508245996,54.74660508245996,22842.054483,228.42054483,228.42054483,57.82172636045695,0.5782172636045695,0.5782172636045695
