task_count,DIM_raw,DIM_std_error,DIM,PRM_raw,PRM_std_error,PRM,TRAIM_raw,TRAIM_std_error,TRAIM,TOCA_raw,TOCA_std_error,TOCA,PC-SPE_raw,PC-SPE_std_error,PC-SPE
5,1.5,1.5,1.5,4.5,0.5,4.5,0.5,0.5,0.5,3.5,0.5,3.5,3.893455876774115,0.2749683333023736,3.893455876774115
10,4.5,1.5,4.5,9.5,0.5,9.5,0.0,0.0,0.0,7.0,1.0,7.0,7.725721618983371,0.3997899706491932,7.725721618983371
