node_count,DIM_raw,DIM_display,DIM,PRM_raw,PRM_display,PRM,TRAIM_raw,TRAIM_display,TRAIM,TOCA_raw,TOCA_display,TOCA
5,3871.973233001862,38.719732330018616,38.719732330018616,6471.301518341652,64.71301518341652,64.71301518341652,1912.942306384324,19.12942306384324,19.12942306384324,3828.540764,38.285407639999995,38.285407639999995
8,3871.973233001862,38.719732330018616,38.719732330018616,7052.417285886013,70.52417285886013,70.52417285886013,1848.2299474184638,18.48229947418464,18.48229947418464,7296.645501,72.96645501,72.96645501
