mechanism,accepted_task_count,rejected_task_count,accepted_goal_task_count,total_goal_task_count,total_payment,total_operational_cost,user_total_utility,social_welfare,resource_utilization,individual_rationality
TOCA,3,3,0,1,41.0,20.5,1731.649213,1752.149213,0.016756,True
