node_count,DIM_unique_participants_raw,DIM_participation_intensity_raw,DIM_raw,DIM,PRM_unique_participants_raw,PRM_participation_intensity_raw,PRM_raw,PRM,TRAIM_unique_participants_raw,TRAIM_participation_intensity_raw,TRAIM_raw,TRAIM,TOCA_unique_participants_raw,TOCA_participation_intensity_raw,TOCA_raw,TOCA
10,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0
