preference_mean,node_count,goal_participants,total_participants,goal_choice_threshold
0.0,10,1.0,10.0,0.37131286199623664
0.1,10,0.0,10.0,0.38464662184077913
0.2,10,0.0,10.0,0.34482946861977704
0.3,10,2.0,10.0,0.3390889294019085
0.4,10,2.0,10.0,0.39057189090223865
0.5,10,4.0,10.0,0.37350007812568253
0.6,10,6.0,7.0,0.5565343428183382
0.7,10,0.0,10.0,0.48559834644185607
0.8,10,9.0,9.0,0.41773277580984536
0.9,10,10.0,10.0,0.41753821853681466
1.0,10,9.0,10.0,0.40501283665828386
