node_count,DIM_raw,DIM_display,DIM,PRM_raw,PRM_display,PRM,TRAIM_raw,TRAIM_display,TRAIM,TOCA_raw,TOCA_display,TOCA
10,16225.277433070094,162.25277433070093,162.25277433070093,22451.7232813499,224.517232813499,224.517232813499,1782.134212481747,17.82134212481747,17.82134212481747,22063.528658,220.63528657999998,220.63528657999998
