mechanism,accepted_task_count,rejected_task_count,accepted_goal_task_count,total_goal_task_count,total_payment,total_operational_cost,user_total_utility,social_welfare,resource_utilization,individual_rationality
TOCA,33,17,6,15,7278.296771,3201.905823,1128.562121,5204.953069,0.032373,True
