node_count,DIM_raw,DIM_display,DIM,PRM_raw,PRM_display,PRM,TRAIM_raw,TRAIM_display,TRAIM,TOCA_raw,TOCA_display,TOCA,PC-SPE_raw,PC-SPE_display,PC-SPE
10,11024.269434023534,110.24269434023535,110.24269434023535,16630.639657207284,166.30639657207286,166.30639657207286,3483.2824220245693,34.83282422024569,34.83282422024569,16053.410779200001,160.53410779200001,160.53410779200001,59.99403627558175,0.5999403627558175,0.5999403627558175
20,12658.041070431704,126.58041070431703,126.58041070431703,17306.737235298613,173.06737235298613,173.06737235298613,6262.1491078493245,62.62149107849324,62.62149107849324,20530.709414319997,205.30709414319998,205.30709414319998,63.68809022721873,0.6368809022721873,0.6368809022721873
30,13461.612683318786,134.61612683318788,134.61612683318788,17420.37223832238,174.2037223832238,174.2037223832238,8551.825811358885,85.51825811358886,85.51825811358886,21648.892117969997,216.4889211797,216.4889211797,65.25965033045182,0.6525965033045182,0.6525965033045182
40,14014.705838563072,140.14705838563071,140.14705838563071,17526.58993661507,175.2658993661507,175.2658993661507,10088.308343256429,100.88308343256429,100.88308343256429,22062.005241580002,220.62005241580002,220.62005241580002,65.804575615695,0.65804575615695,0.65804575615695
50,14290.164981725784,142.90164981725783,142.90164981725783,17572.993788022726,175.72993788022725,175.72993788022725,11371.32529622629,113.7132529622629,113.7132529622629,22240.79940934,222.40799409340002,222.40799409340002,66.38963102852155,0.6638963102852155,0.6638963102852155
60,14533.491125097149,145.3349112509715,145.3349112509715,17658.657827772822,176.58657827772822,176.58657827772822,12194.304632919127,121.94304632919128,121.94304632919128,22279.89017479,222.7989017479,222.7989017479,66.73141586230581,0.6673141586230581,0.6673141586230581
