mechanism,task_count,allocation_count,equivalent_offloaded_tasks,success_threshold,threshold_success_count,total_crr_profit,total_social_welfare,total_payment,total_crp_cost,converged_task_count,deviation_passed_task_count
PC-SPE,50,550,45.726433,0.93,12,-15188.511122,-13479.076144,15398.071793,13688.636815,50,50
