chi,gamma,raw_k,k,empirical_goal_selection_rate,goal_selection_rate
0.5,1.2,86.19212613925515,86.19212613925515,0.14937499999999998,0.14937499999999998
0.6,1.2,115.07847928491019,115.07847928491019,0.1640625,0.1640625
0.7,1.2,142.8551465588132,142.8551465588132,0.178125,0.178125
0.8,1.2,169.60578237569004,169.60578237569004,0.18937500000000002,0.18937500000000002
0.9,1.2,195.37525758925068,195.37525758925068,0.19125,0.19125
1.0,1.2,220.17400533107815,220.17400533107815,0.16375,0.16375
0.0,1.3,-48.12954764418028,-48.12954764418028,0.146875,0.146875
0.1,1.3,-10.516590509686628,-10.516590509686628,0.151875,0.151875
0.2,1.3,25.65956519070398,25.65956519070398,0.15875,0.15875
0.3,1.3,59.112279568658685,59.112279568658685,0.161875,0.161875
0.4,1.3,90.71044523351605,90.71044523351605,0.169375,0.169375
0.5,1.3,120.84256582002668,120.84256582002668,0.1775,0.1775
0.6,1.3,149.72891896568171,149.72891896568171,0.191875,0.191875
0.7,1.3,177.50558623958474,177.50558623958474,0.21000000000000002,0.21000000000000002
0.8,1.3,204.25622205646158,204.25622205646158,0.231875,0.231875
0.9,1.3,230.0256972700222,230.0256972700222,0.25125000000000003,0.25125000000000003
1.0,1.3,254.8244450118497,254.8244450118497,0.24312499999999998,0.24312499999999998
0.0,1.4,-10.50965264849306,-10.50965264849306,0.1696875,0.1696875
0.1,1.4,26.087087364096977,26.087087364096977,0.1734375,0.1734375
0.2,1.4,61.33823319449721,61.33823319449721,0.17906249999999999,0.17906249999999999
0.3,1.4,93.92587923005516,93.92587923005516,0.185,0.185
0.4,1.4,124.70431548296786,124.70431548296786,0.1925,0.1925
0.5,1.4,154.05378035982972,154.05378035982972,0.2028125,0.2028125
0.6,1.4,182.18942556863067,182.18942556863067,0.2165625,0.2165625
0.7,1.4,209.24404288978766,209.24404288978766,0.23625,0.23625
0.8,1.4,235.29922813482568,235.29922813482568,0.27375,0.27375
0.9,1.4,260.3987437138765,260.3987437138765,0.30843750000000003,0.30843750000000003
1.0,1.4,284.5527787643603,284.5527787643603,0.3196875,0.3196875
0.0,1.5,28.449902862201736,28.449902862201736,0.195625,0.195625
0.1,1.5,62.523731309227436,62.523731309227436,0.2046875,0.2046875
0.2,1.5,94.7037831566112,94.7037831566112,0.21000000000000002,0.21000000000000002
0.3,1.5,124.61230368376796,124.61230368376796,0.21749999999999997,0.21749999999999997
0.4,1.5,152.90192666575473,152.90192666575473,0.2240625,0.2240625
0.5,1.5,179.89941126087922,179.89941126087922,0.23093750000000002,0.23093750000000002
0.6,1.5,205.79354770435287,205.79354770435287,0.2446875,0.2446875
0.7,1.5,230.7020032532349,230.7020032532349,0.27,0.27
0.8,1.5,254.69740413377008,254.69740413377008,0.301875,0.301875
0.9,1.5,277.81868524464556,277.81868524464556,0.3384375,0.3384375
1.0,1.5,300.07465611937977,300.07465611937977,0.36343749999999997,0.36343749999999997
0.0,1.6,34.97005072804282,34.97005072804282,0.13625,0.13625
0.1,1.6,50.04695394250003,50.04695394250003,0.1434375,0.1434375
0.2,1.6,64.52604491091502,64.52604491091502,0.14906250000000001,0.14906250000000001
0.3,1.6,77.91373813601388,77.91373813601388,0.15125,0.15125
0.4,1.6,90.54276049175289,90.54276049175289,0.15625,0.15625
0.5,1.6,102.5778282246063,102.5778282246063,0.160625,0.160625
0.6,1.6,114.11040554105213,114.11040554105213,0.1678125,0.1678125
0.7,1.6,125.19651724815019,125.19651724815019,0.17906249999999999,0.17906249999999999
0.8,1.6,135.8704749828223,135.8704749828223,0.19624999999999998,0.19624999999999998
0.9,1.6,146.1506872844714,146.1506872844714,0.21125,0.21125
1.0,1.6,156.04152788648904,156.04152788648904,0.22218749999999998,0.22218749999999998
0.0,1.7,10.752192582058568,10.752192582058568,0.0975,0.0975
0.1,1.7,13.257898446231517,13.257898446231517,0.0975,0.0975
0.2,1.7,15.625651881508578,15.625651881508578,0.09812499999999999,0.09812499999999999
0.3,1.7,17.8845928431437,17.8845928431437,0.09875,0.09875
0.4,1.7,20.052529541001217,20.052529541001217,0.099375,0.099375
0.5,1.7,22.141139127590865,22.141139127590865,0.0996875,0.0996875
0.6,1.7,24.15833278780999,24.15833278780999,0.100625,0.100625
0.7,1.7,26.10945369279956,26.10945369279956,0.100625,0.100625
0.8,1.7,27.99790509162629,27.99790509162629,0.1028125,0.1028125
0.9,1.7,29.82544766813809,29.82544766813809,0.1065625,0.1065625
1.0,1.7,31.592253250353668,31.592253250353668,0.110625,0.110625
0.0,1.8,0.0,0.0,0.0853125,0.0853125
0.1,1.8,0.0,0.0,0.0853125,0.0853125
0.2,1.8,0.0,0.0,0.0853125,0.0853125
0.3,1.8,0.0,0.0,0.0853125,0.0853125
0.4,1.8,0.0,0.0,0.0853125,0.0853125
0.5,1.8,0.0,0.0,0.0853125,0.0853125
0.6,1.8,0.0,0.0,0.0853125,0.0853125
0.7,1.8,0.0,0.0,0.0853125,0.0853125
0.8,1.8,0.0,0.0,0.0853125,0.0853125
0.9,1.8,0.0,0.0,0.0853125,0.0853125
1.0,1.8,0.0,0.0,0.0853125,0.0853125
0.0,1.9,0.0,0.0,0.0853125,0.0853125
0.1,1.9,0.0,0.0,0.0853125,0.0853125
0.2,1.9,0.0,0.0,0.0853125,0.0853125
0.3,1.9,0.0,0.0,0.0853125,0.0853125
0.4,1.9,0.0,0.0,0.0853125,0.0853125
0.5,1.9,0.0,0.0,0.0853125,0.0853125
0.6,1.9,0.0,0.0,0.0853125,0.0853125
0.7,1.9,0.0,0.0,0.0853125,0.0853125
0.8,1.9,0.0,0.0,0.0853125,0.0853125
0.9,1.9,0.0,0.0,0.0853125,0.0853125
1.0,1.9,0.0,0.0,0.0853125,0.0853125
0.0,2.0,0.0,0.0,0.0853125,0.0853125
0.1,2.0,0.0,0.0,0.0853125,0.0853125
0.2,2.0,0.0,0.0,0.0853125,0.0853125
0.3,2.0,0.0,0.0,0.0853125,0.0853125
0.4,2.0,0.0,0.0,0.0853125,0.0853125
0.5,2.0,0.0,0.0,0.0853125,0.0853125
0.6,2.0,0.0,0.0,0.0853125,0.0853125
0.7,2.0,0.0,0.0,0.0853125,0.0853125
0.8,2.0,0.0,0.0,0.0853125,0.0853125
0.9,2.0,0.0,0.0,0.0853125,0.0853125
1.0,2.0,0.0,0.0,0.0853125,0.0853125
