node_count,DIM_raw,DIM_display,DIM,PRM_raw,PRM_display,PRM,TRAIM_raw,TRAIM_display,TRAIM,TOCA_raw,TOCA_display,TOCA
5,2676.0933523785166,26.760933523785166,26.760933523785166,4037.564623878602,40.37564623878602,40.37564623878602,0.0,0.0,0.0,4975.49934,49.754993400000004,49.754993400000004
